,Query,Document
1465,Q31,D131
1466,Q31,D133
1467,Q31,D145
1468,Q31,D150
1469,Q31,D156
1470,Q31,D375
1471,Q31,D379
1472,Q31,D460
1473,Q31,D465
1474,Q31,D473
1475,Q31,D482
1476,Q31,D485
1477,Q31,D503
1478,Q31,D535
1479,Q31,D569
1480,Q31,D576
1481,Q31,D614
1482,Q31,D635
1483,Q31,D638
1484,Q31,D670
1485,Q31,D674
1486,Q31,D681
1487,Q31,D682
1488,Q31,D683
1489,Q31,D687
1490,Q31,D689
1491,Q31,D690
1492,Q31,D692
1493,Q31,D695
1494,Q31,D702
1495,Q31,D703
1496,Q31,D707
1497,Q31,D709
1498,Q31,D710
1499,Q31,D741
1500,Q31,D742
1501,Q31,D743
1502,Q31,D744
1503,Q31,D763
1504,Q31,D773
1505,Q31,D775
1506,Q31,D820
1507,Q31,D889
1508,Q31,D1080
1509,Q31,D1112
1510,Q31,D1121
1511,Q31,D1124
1512,Q31,D1126
1513,Q31,D1180
1514,Q31,D1207
1515,Q31,D1208
1516,Q31,D1256
1517,Q31,D1264
1518,Q31,D1296
1519,Q31,D1299
1520,Q31,D1303
1521,Q31,D1370
1522,Q31,D1436
1523,Q31,D1460
1524,Q32,D11
1525,Q32,D17
1526,Q32,D35
1527,Q32,D36
1528,Q32,D56
1529,Q32,D92
1530,Q32,D178
1531,Q32,D192
1532,Q32,D193
1533,Q32,D195
1534,Q32,D196
1535,Q32,D200
1536,Q32,D201
1537,Q32,D212
1538,Q32,D219
1539,Q32,D243
1540,Q32,D244
1541,Q32,D246
1542,Q32,D248
1543,Q32,D250
1544,Q32,D257
1545,Q32,D258
1546,Q32,D259
1547,Q32,D262
1548,Q32,D267
1549,Q32,D269
1550,Q32,D277
1551,Q32,D287
1552,Q32,D289
1553,Q32,D291
1554,Q32,D294
1555,Q32,D299
1556,Q32,D307
1557,Q32,D314
1558,Q32,D323
1559,Q32,D326
1560,Q32,D331
1561,Q32,D333
1562,Q32,D336
1563,Q32,D338
1564,Q32,D348
1565,Q32,D374
1566,Q32,D375
1567,Q32,D388
1568,Q32,D406
1569,Q32,D408
1570,Q32,D409
1571,Q32,D410
1572,Q32,D548
1573,Q32,D593
1574,Q32,D597
1575,Q32,D660
1576,Q32,D664
1577,Q32,D722
1578,Q32,D724
1579,Q32,D726
1580,Q32,D728
1581,Q32,D734
1582,Q32,D836
1583,Q32,D848
1584,Q32,D849
1585,Q32,D850
1586,Q32,D854
1587,Q32,D856
1588,Q32,D858
1589,Q32,D861
1590,Q32,D863
1591,Q32,D872
1592,Q32,D874
1593,Q32,D875
1594,Q32,D880
1595,Q32,D884
1596,Q32,D885
1597,Q32,D886
1598,Q32,D887
1599,Q32,D916
1600,Q32,D917
1601,Q32,D921
1602,Q32,D922
1603,Q32,D925
1604,Q32,D941
1605,Q32,D947
1606,Q32,D955
1607,Q32,D963
1608,Q32,D970
1609,Q32,D979
1610,Q32,D990
1611,Q32,D997
1612,Q32,D998
1613,Q32,D1012
1614,Q32,D1042
1615,Q32,D1043
1616,Q32,D1079
1617,Q32,D1193
1618,Q32,D1196
1619,Q32,D1197
1620,Q32,D1198
1621,Q32,D1229
1622,Q32,D1230
1623,Q32,D1248
1624,Q32,D1252
1625,Q32,D1264
1626,Q32,D1280
1627,Q32,D1351
1628,Q32,D1358
1629,Q32,D1366
1630,Q32,D1367
1631,Q32,D1368
1632,Q32,D1371
1633,Q32,D1372
1634,Q32,D1375
1635,Q32,D1376
1636,Q32,D1377
1637,Q32,D1410
1638,Q32,D1415
1639,Q32,D1418
1640,Q32,D1445
1641,Q33,D122
1642,Q33,D123
1643,Q33,D169
1644,Q33,D375
1645,Q33,D376
1646,Q33,D854
1647,Q33,D885
1648,Q33,D947
1649,Q33,D980
1650,Q33,D997
1651,Q33,D1011
1652,Q33,D1013
1653,Q33,D1121
1654,Q33,D1146
1655,Q33,D1171
1656,Q33,D1198
1657,Q33,D1303
1658,Q33,D1367
1659,Q33,D1377
1660,Q33,D1410
1661,Q34,D34
1662,Q34,D44
1663,Q34,D53
1664,Q34,D57
1665,Q34,D68
1666,Q34,D80
1667,Q34,D117
1668,Q34,D123
1669,Q34,D159
1670,Q34,D320
1671,Q34,D377
1672,Q34,D434
1673,Q34,D489
1674,Q34,D493
1675,Q34,D522
1676,Q34,D530
1677,Q34,D600
1678,Q34,D668
1679,Q34,D669
1680,Q34,D670
1681,Q34,D671
1682,Q34,D673
1683,Q34,D677
1684,Q34,D678
1685,Q34,D679
1686,Q34,D681
1687,Q34,D687
1688,Q34,D689
1689,Q34,D694
1690,Q34,D697
1691,Q34,D699
1692,Q34,D700
1693,Q34,D704
1694,Q34,D706
1695,Q34,D708
1696,Q34,D709
1697,Q34,D830
1698,Q34,D1144
1699,Q35,D12
1700,Q35,D18
1701,Q35,D54
1702,Q35,D75
1703,Q35,D92
1704,Q35,D119
1705,Q35,D126
1706,Q35,D130
1707,Q35,D156
1708,Q35,D163
1709,Q35,D178
1710,Q35,D220
1711,Q35,D286
1712,Q35,D355
1713,Q35,D376
1714,Q35,D385
1715,Q35,D402
1716,Q35,D403
1717,Q35,D404
1718,Q35,D406
1719,Q35,D452
1720,Q35,D466
1721,Q35,D496
1722,Q35,D514
1723,Q35,D527
1724,Q35,D537
1725,Q35,D547
1726,Q35,D619
1727,Q35,D687
1728,Q35,D694
1729,Q35,D707
1730,Q35,D730
1731,Q35,D837
1732,Q35,D978
1733,Q35,D1080
1734,Q35,D1143
1735,Q35,D1145
1736,Q35,D1146
1737,Q35,D1207
1738,Q35,D1208
1739,Q35,D1264
1740,Q35,D1288
1741,Q35,D1360
1742,Q37,D1
1743,Q37,D16
1744,Q37,D30
1745,Q37,D34
1746,Q37,D38
1747,Q37,D44
1748,Q37,D51
1749,Q37,D52
1750,Q37,D53
1751,Q37,D69
1752,Q37,D71
1753,Q37,D75
1754,Q37,D79
1755,Q37,D151
1756,Q37,D194
1757,Q37,D653
1758,Q37,D687
1759,Q37,D688
1760,Q37,D701
1761,Q37,D732
1762,Q37,D773
1763,Q37,D781
1764,Q37,D798
1765,Q37,D802
1766,Q37,D809
1767,Q37,D989
1768,Q37,D1073
1769,Q37,D1091
1770,Q37,D1118
1771,Q37,D1124
1772,Q37,D1131
1773,Q37,D1133
1774,Q37,D1144
1775,Q37,D1163
1776,Q37,D1171
1777,Q37,D1222
1778,Q37,D1326
1779,Q37,D1413
1780,Q37,D1414
1781,Q37,D1448
1782,Q39,D6
1783,Q39,D14
1784,Q39,D22
1785,Q39,D93
1786,Q39,D114
1787,Q39,D141
1788,Q39,D272
1789,Q39,D323
1790,Q39,D371
1791,Q39,D387
1792,Q39,D598
1793,Q39,D839
1794,Q39,D881
1795,Q39,D896
1796,Q39,D1022
1797,Q39,D1166
1798,Q39,D1178
1799,Q39,D1248
1800,Q41,D34
1801,Q41,D86
1802,Q41,D388
1803,Q41,D488
1804,Q41,D669
1805,Q41,D687
1806,Q41,D795
1807,Q41,D825
1808,Q41,D966
1809,Q41,D1066
1810,Q41,D1395
1811,Q42,D29
1812,Q42,D60
1813,Q42,D85
1814,Q42,D92
1815,Q42,D114
1816,Q42,D123
1817,Q42,D126
1818,Q42,D131
1819,Q42,D174
1820,Q42,D175
1821,Q42,D291
1822,Q42,D294
1823,Q42,D345
1824,Q42,D346
1825,Q42,D359
1826,Q42,D360
1827,Q42,D363
1828,Q42,D400
1829,Q42,D421
1830,Q42,D432
1831,Q42,D454
1832,Q42,D457
1833,Q42,D459
1834,Q42,D460
1835,Q42,D461
1836,Q42,D463
1837,Q42,D469
1838,Q42,D505
1839,Q42,D535
1840,Q42,D540
1841,Q42,D553
1842,Q42,D554
1843,Q42,D599
1844,Q42,D640
1845,Q42,D724
1846,Q42,D803
1847,Q42,D901
1848,Q42,D917
1849,Q42,D1027
1850,Q42,D1035
1851,Q42,D1053
1852,Q42,D1169
1853,Q42,D1179
1854,Q42,D1181
1855,Q42,D1190
1856,Q42,D1191
1857,Q42,D1248
1858,Q42,D1309
1859,Q42,D1405
1860,Q42,D1412
1861,Q43,D114
1862,Q43,D120
1863,Q43,D128
1864,Q43,D135
1865,Q43,D144
1866,Q43,D157
1867,Q43,D175
1868,Q43,D350
1869,Q43,D511
1870,Q43,D567
1871,Q43,D694
1872,Q43,D835
1873,Q43,D867
1874,Q44,D2
1875,Q44,D10
1876,Q44,D32
1877,Q44,D33
1878,Q44,D34
1879,Q44,D37
1880,Q44,D40
1881,Q44,D41
1882,Q44,D49
1883,Q44,D63
1884,Q44,D87
1885,Q44,D90
1886,Q44,D98
1887,Q44,D113
1888,Q44,D115
1889,Q44,D116
1890,Q44,D165
1891,Q44,D166
1892,Q44,D178
1893,Q44,D192
1894,Q44,D198
1895,Q44,D199
1896,Q44,D202
1897,Q44,D203
1898,Q44,D204
1899,Q44,D205
1900,Q44,D211
1901,Q44,D215
1902,Q44,D219
1903,Q44,D225
1904,Q44,D234
1905,Q44,D242
1906,Q44,D252
1907,Q44,D253
1908,Q44,D341
1909,Q44,D347
1910,Q44,D355
1911,Q44,D371
1912,Q44,D375
1913,Q44,D376
1914,Q44,D381
1915,Q44,D384
1916,Q44,D395
1917,Q44,D415
1918,Q44,D453
1919,Q44,D465
1920,Q44,D467
1921,Q44,D482
1922,Q44,D491
1923,Q44,D495
1924,Q44,D515
1925,Q44,D517
1926,Q44,D520
1927,Q44,D529
1928,Q44,D535
1929,Q44,D560
1930,Q44,D580
1931,Q44,D582
1932,Q44,D588
1933,Q44,D605
1934,Q44,D607
1935,Q44,D609
1936,Q44,D613
1937,Q44,D614
1938,Q44,D616
1939,Q44,D619
1940,Q44,D622
1941,Q44,D666
1942,Q44,D667
1943,Q44,D711
1944,Q44,D712
1945,Q44,D714
1946,Q44,D716
1947,Q44,D717
1948,Q44,D719
1949,Q44,D721
1950,Q44,D725
1951,Q44,D728
1952,Q44,D731
1953,Q44,D756
1954,Q44,D763
1955,Q44,D767
1956,Q44,D770
1957,Q44,D771
1958,Q44,D773
1959,Q44,D775
1960,Q44,D777
1961,Q44,D782
1962,Q44,D800
1963,Q44,D821
1964,Q44,D831
1965,Q44,D839
1966,Q44,D888
1967,Q44,D889
1968,Q44,D905
1969,Q44,D914
1970,Q44,D916
1971,Q44,D933
1972,Q44,D943
1973,Q44,D944
1974,Q44,D952
1975,Q44,D958
1976,Q44,D977
1977,Q44,D983
1978,Q44,D996
1979,Q44,D1023
1980,Q44,D1060
1981,Q44,D1072
1982,Q44,D1076
1983,Q44,D1078
1984,Q44,D1080
1985,Q44,D1089
1986,Q44,D1090
1987,Q44,D1099
1988,Q44,D1109
1989,Q44,D1122
1990,Q44,D1167
1991,Q44,D1168
1992,Q44,D1181
1993,Q44,D1184
1994,Q44,D1203
1995,Q44,D1208
1996,Q44,D1223
1997,Q44,D1241
1998,Q44,D1253
1999,Q44,D1256
2000,Q44,D1257
2001,Q44,D1258
2002,Q44,D1268
2003,Q44,D1275
2004,Q44,D1277
2005,Q44,D1284
2006,Q44,D1286
2007,Q44,D1290
2008,Q44,D1295
2009,Q44,D1296
2010,Q44,D1298
2011,Q44,D1299
2012,Q44,D1319
2013,Q44,D1322
2014,Q44,D1324
2015,Q44,D1352
2016,Q44,D1355
2017,Q44,D1362
2018,Q44,D1369
2019,Q44,D1373
2020,Q44,D1417
2021,Q44,D1421
2022,Q44,D1428
2023,Q44,D1431
2024,Q44,D1432
2025,Q44,D1440
2026,Q44,D1446
2027,Q44,D1450
2028,Q44,D1460
2029,Q45,D4
2030,Q45,D5
2031,Q45,D11
2032,Q45,D12
2033,Q45,D17
2034,Q45,D24
2035,Q45,D36
2036,Q45,D46
2037,Q45,D56
2038,Q45,D64
2039,Q45,D74
2040,Q45,D90
2041,Q45,D115
2042,Q45,D136
2043,Q45,D141
2044,Q45,D142
2045,Q45,D177
2046,Q45,D178
2047,Q45,D272
2048,Q45,D323
2049,Q45,D548
2050,Q45,D555
2051,Q45,D607
2052,Q45,D660
2053,Q45,D664
2054,Q45,D721
2055,Q45,D723
2056,Q45,D724
2057,Q45,D725
2058,Q45,D728
2059,Q45,D731
2060,Q45,D739
2061,Q45,D823
2062,Q45,D839
2063,Q45,D848
2064,Q45,D879
2065,Q45,D881
2066,Q45,D887
2067,Q45,D888
2068,Q45,D906
2069,Q45,D907
2070,Q45,D908
2071,Q45,D911
2072,Q45,D913
2073,Q45,D916
2074,Q45,D923
2075,Q45,D924
2076,Q45,D925
2077,Q45,D934
2078,Q45,D940
2079,Q45,D941
2080,Q45,D943
2081,Q45,D960
2082,Q45,D963
2083,Q45,D991
2084,Q45,D998
2085,Q45,D1005
2086,Q45,D1009
2087,Q45,D1012
2088,Q45,D1043
2089,Q45,D1056
2090,Q45,D1149
2091,Q45,D1183
2092,Q45,D1215
2093,Q45,D1236
2094,Q45,D1240
2095,Q45,D1248
2096,Q45,D1251
2097,Q45,D1257
2098,Q45,D1258
2099,Q45,D1268
2100,Q45,D1367
2101,Q45,D1377
2102,Q45,D1383
2103,Q45,D1384
2104,Q45,D1391
2105,Q45,D1404
2106,Q46,D11
2107,Q46,D14
2108,Q46,D17
2109,Q46,D23
2110,Q46,D24
2111,Q46,D31
2112,Q46,D36
2113,Q46,D46
2114,Q46,D64
2115,Q46,D74
2116,Q46,D92
2117,Q46,D115
2118,Q46,D136
2119,Q46,D177
2120,Q46,D178
2121,Q46,D197
2122,Q46,D200
2123,Q46,D209
2124,Q46,D244
2125,Q46,D245
2126,Q46,D287
2127,Q46,D294
2128,Q46,D299
2129,Q46,D325
2130,Q46,D326
2131,Q46,D331
2132,Q46,D336
2133,Q46,D338
2134,Q46,D363
2135,Q46,D374
2136,Q46,D383
2137,Q46,D406
2138,Q46,D408
2139,Q46,D409
2140,Q46,D432
2141,Q46,D433
2142,Q46,D504
2143,Q46,D547
2144,Q46,D583
2145,Q46,D593
2146,Q46,D597
2147,Q46,D617
2148,Q46,D620
2149,Q46,D647
2150,Q46,D651
2151,Q46,D721
2152,Q46,D724
2153,Q46,D743
2154,Q46,D792
2155,Q46,D834
2156,Q46,D836
2157,Q46,D839
2158,Q46,D848
2159,Q46,D849
2160,Q46,D850
2161,Q46,D852
2162,Q46,D854
2163,Q46,D856
2164,Q46,D858
2165,Q46,D859
2166,Q46,D860
2167,Q46,D861
2168,Q46,D863
2169,Q46,D865
2170,Q46,D866
2171,Q46,D870
2172,Q46,D872
2173,Q46,D873
2174,Q46,D874
2175,Q46,D875
2176,Q46,D880
2177,Q46,D881
2178,Q46,D882
2179,Q46,D884
2180,Q46,D886
2181,Q46,D887
2182,Q46,D892
2183,Q46,D897
2184,Q46,D916
2185,Q46,D917
2186,Q46,D921
2187,Q46,D922
2188,Q46,D936
2189,Q46,D963
2190,Q46,D970
2191,Q46,D979
2192,Q46,D990
2193,Q46,D991
2194,Q46,D997
2195,Q46,D998
2196,Q46,D1012
2197,Q46,D1042
2198,Q46,D1043
2199,Q46,D1079
2200,Q46,D1193
2201,Q46,D1229
2202,Q46,D1230
2203,Q46,D1248
2204,Q46,D1251
2205,Q46,D1252
2206,Q46,D1264
2207,Q46,D1280
2208,Q46,D1351
2209,Q46,D1358
2210,Q46,D1366
2211,Q46,D1367
2212,Q46,D1368
2213,Q46,D1372
2214,Q46,D1376
2215,Q46,D1377
2216,Q46,D1397
2217,Q46,D1410
2218,Q46,D1415
2219,Q46,D1418
2220,Q46,D1434
2221,Q46,D1445
2222,Q49,D37
2223,Q49,D80
2224,Q49,D98
2225,Q49,D111
2226,Q49,D123
2227,Q49,D151
2228,Q49,D163
2229,Q49,D261
2230,Q49,D357
2231,Q49,D375
2232,Q49,D384
2233,Q49,D398
2234,Q49,D456
2235,Q49,D496
2236,Q49,D497
2237,Q49,D533
2238,Q49,D545
2239,Q49,D582
2240,Q49,D619
2241,Q49,D623
2242,Q49,D676
2243,Q49,D788
2244,Q49,D789
2245,Q49,D809
2246,Q49,D828
2247,Q49,D837
2248,Q49,D845
2249,Q49,D1044
2250,Q49,D1284
2251,Q49,D1297
2252,Q49,D1328
2253,Q49,D1348
2254,Q49,D1349
2255,Q49,D1364
2256,Q50,D1
2257,Q50,D16
2258,Q50,D45
2259,Q50,D80
2260,Q50,D154
2261,Q50,D209
2262,Q50,D257
2263,Q50,D258
2264,Q50,D259
2265,Q50,D260
2266,Q50,D262
2267,Q50,D263
2268,Q50,D275
2269,Q50,D276
2270,Q50,D333
2271,Q50,D334
2272,Q50,D335
2273,Q50,D342
2274,Q50,D354
2275,Q50,D361
2276,Q50,D388
2277,Q50,D404
2278,Q50,D480
2279,Q50,D488
2280,Q50,D522
2281,Q50,D527
2282,Q50,D530
2283,Q50,D564
2284,Q50,D576
2285,Q50,D596
2286,Q50,D608
2287,Q50,D701
2288,Q50,D702
2289,Q50,D758
2290,Q50,D769
2291,Q50,D797
2292,Q50,D801
2293,Q50,D817
2294,Q50,D820
2295,Q50,D825
2296,Q50,D830
2297,Q50,D838
2298,Q50,D853
2299,Q50,D868
2300,Q50,D869
2301,Q50,D884
2302,Q50,D898
2303,Q50,D931
2304,Q50,D960
2305,Q50,D966
2306,Q50,D989
2307,Q50,D993
2308,Q50,D996
2309,Q50,D999
2310,Q50,D1010
2311,Q50,D1066
2312,Q50,D1072
2313,Q50,D1074
2314,Q50,D1075
2315,Q50,D1103
2316,Q50,D1137
2317,Q50,D1140
2318,Q50,D1141
2319,Q50,D1170
2320,Q50,D1202
2321,Q50,D1215
2322,Q50,D1216
2323,Q50,D1230
2324,Q50,D1231
2325,Q50,D1259
2326,Q50,D1265
2327,Q50,D1266
2328,Q50,D1280
2329,Q50,D1283
2330,Q50,D1298
2331,Q50,D1351
2332,Q50,D1380
2333,Q50,D1391
2334,Q50,D1392
2335,Q50,D1393
2336,Q50,D1394
2337,Q50,D1395
2338,Q50,D1419
2339,Q50,D1421
2340,Q50,D1422
2341,Q50,D1426
2342,Q50,D1430
2343,Q50,D1442
2344,Q50,D1448
2345,Q52,D38
2346,Q52,D65
2347,Q52,D72
2348,Q52,D75
2349,Q52,D190
2350,Q52,D191
2351,Q52,D194
2352,Q52,D382
2353,Q52,D452
2354,Q52,D586
2355,Q52,D603
2356,Q52,D810
2357,Q52,D883
2358,Q52,D986
2359,Q52,D1051
2360,Q54,D6
2361,Q54,D11
2362,Q54,D14
2363,Q54,D22
2364,Q54,D24
2365,Q54,D90
2366,Q54,D114
2367,Q54,D177
2368,Q54,D187
2369,Q54,D272
2370,Q54,D284
2371,Q54,D285
2372,Q54,D293
2373,Q54,D323
2374,Q54,D339
2375,Q54,D371
2376,Q54,D387
2377,Q54,D414
2378,Q54,D555
2379,Q54,D592
2380,Q54,D598
2381,Q54,D607
2382,Q54,D832
2383,Q54,D839
2384,Q54,D849
2385,Q54,D857
2386,Q54,D879
2387,Q54,D881
2388,Q54,D896
2389,Q54,D906
2390,Q54,D907
2391,Q54,D908
2392,Q54,D911
2393,Q54,D923
2394,Q54,D924
2395,Q54,D925
2396,Q54,D934
2397,Q54,D954
2398,Q54,D1022
2399,Q54,D1149
2400,Q54,D1166
2401,Q54,D1198
2402,Q54,D1236
2403,Q54,D1240
2404,Q54,D1242
2405,Q54,D1248
2406,Q54,D1356
2407,Q54,D1367
2408,Q54,D1404
2409,Q54,D1423
2410,Q54,D1457
2411,Q55,D65
2412,Q55,D72
2413,Q55,D75
2414,Q55,D190
2415,Q55,D191
2416,Q55,D194
2417,Q55,D382
2418,Q55,D452
2419,Q55,D586
2420,Q55,D603
2421,Q55,D608
2422,Q55,D696
2423,Q55,D806
2424,Q55,D810
2425,Q55,D828
2426,Q55,D883
2427,Q55,D986
2428,Q55,D1051
2429,Q56,D1
2430,Q56,D9
2431,Q56,D16
2432,Q56,D17
2433,Q56,D24
2434,Q56,D36
2435,Q56,D86
2436,Q56,D90
2437,Q56,D154
2438,Q56,D159
2439,Q56,D388
2440,Q56,D480
2441,Q56,D488
2442,Q56,D530
2443,Q56,D797
2444,Q56,D825
2445,Q56,D830
2446,Q56,D838
2447,Q56,D884
2448,Q56,D1066
2449,Q56,D1074
2450,Q56,D1075
2451,Q56,D1137
2452,Q56,D1140
2453,Q56,D1141
2454,Q56,D1170
2455,Q56,D1202
2456,Q56,D1215
2457,Q56,D1230
2458,Q56,D1231
2459,Q56,D1259
2460,Q56,D1265
2461,Q56,D1266
2462,Q56,D1280
2463,Q56,D1298
2464,Q56,D1351
2465,Q56,D1391
2466,Q56,D1392
2467,Q56,D1393
2468,Q56,D1394
2469,Q56,D1395
2470,Q56,D1419
2471,Q56,D1430
2472,Q56,D1442
2473,Q56,D1448
2474,Q57,D16
2475,Q57,D36
2476,Q57,D86
2477,Q57,D178
2478,Q57,D388
2479,Q57,D404
2480,Q57,D480
2481,Q57,D488
2482,Q57,D530
2483,Q57,D825
2484,Q57,D830
2485,Q57,D838
2486,Q57,D884
2487,Q57,D931
2488,Q57,D998
2489,Q57,D1216
2490,Q57,D1230
2491,Q57,D1259
2492,Q58,D10
2493,Q58,D11
2494,Q58,D12
2495,Q58,D80
2496,Q58,D92
2497,Q58,D95
2498,Q58,D96
2499,Q58,D119
2500,Q58,D122
2501,Q58,D126
2502,Q58,D136
2503,Q58,D140
2504,Q58,D141
2505,Q58,D159
2506,Q58,D211
2507,Q58,D214
2508,Q58,D218
2509,Q58,D348
2510,Q58,D375
2511,Q58,D376
2512,Q58,D481
2513,Q58,D528
2514,Q58,D529
2515,Q58,D654
2516,Q58,D846
2517,Q58,D850
2518,Q58,D852
2519,Q58,D854
2520,Q58,D885
2521,Q58,D913
2522,Q58,D947
2523,Q58,D955
2524,Q58,D997
2525,Q58,D1011
2526,Q58,D1013
2527,Q58,D1079
2528,Q58,D1146
2529,Q58,D1149
2530,Q58,D1171
2531,Q58,D1198
2532,Q58,D1252
2533,Q58,D1258
2534,Q58,D1303
2535,Q58,D1362
2536,Q58,D1365
2537,Q58,D1367
2538,Q61,D29
2539,Q61,D42
2540,Q61,D58
2541,Q61,D70
2542,Q61,D78
2543,Q61,D117
2544,Q61,D525
2545,Q61,D642
2546,Q61,D648
2547,Q61,D755
2548,Q61,D1158
2549,Q62,D54
2550,Q62,D81
2551,Q62,D319
2552,Q62,D430
2553,Q62,D443
2554,Q62,D445
2555,Q62,D447
2556,Q62,D449
2557,Q62,D455
2558,Q62,D464
2559,Q62,D745
2560,Q62,D1103
2561,Q65,D45
2562,Q65,D328
2563,Q65,D422
2564,Q65,D448
2565,Q65,D479
2566,Q65,D483
2567,Q65,D485
2568,Q65,D503
2569,Q65,D509
2570,Q65,D566
2571,Q65,D632
2572,Q65,D635
2573,Q65,D660
2574,Q66,D10
2575,Q66,D24
2576,Q66,D80
2577,Q66,D92
2578,Q66,D119
2579,Q66,D122
2580,Q66,D126
2581,Q66,D140
2582,Q66,D145
2583,Q66,D169
2584,Q66,D172
2585,Q66,D211
2586,Q66,D214
2587,Q66,D218
2588,Q66,D348
2589,Q66,D375
2590,Q66,D376
2591,Q66,D481
2592,Q66,D528
2593,Q66,D645
2594,Q66,D654
2595,Q66,D854
2596,Q66,D885
2597,Q66,D947
2598,Q66,D997
2599,Q66,D1013
2600,Q66,D1079
2601,Q66,D1121
2602,Q66,D1146
2603,Q66,D1171
2604,Q66,D1198
2605,Q66,D1252
2606,Q66,D1303
2607,Q66,D1362
2608,Q66,D1367
2609,Q67,D35
2610,Q67,D38
2611,Q67,D45
2612,Q67,D53
2613,Q67,D65
2614,Q67,D86
2615,Q67,D116
2616,Q67,D129
2617,Q67,D150
2618,Q67,D429
2619,Q67,D465
2620,Q67,D483
2621,Q67,D510
2622,Q67,D524
2623,Q67,D541
2624,Q67,D576
2625,Q67,D589
2626,Q67,D603
2627,Q67,D661
2628,Q67,D662
2629,Q67,D663
2630,Q67,D671
2631,Q67,D677
2632,Q67,D680
2633,Q67,D700
2634,Q67,D701
2635,Q67,D704
2636,Q67,D715
2637,Q67,D868
2638,Q67,D869
2639,Q67,D1162
2640,Q67,D1164
2641,Q69,D30
2642,Q69,D69
2643,Q69,D71
2644,Q69,D77
2645,Q69,D151
2646,Q69,D166
2647,Q69,D212
2648,Q69,D434
2649,Q69,D501
2650,Q69,D504
2651,Q69,D653
2652,Q69,D688
2653,Q69,D701
2654,Q69,D703
2655,Q69,D1163
2656,Q71,D19
2657,Q71,D30
2658,Q71,D34
2659,Q71,D38
2660,Q71,D51
2661,Q71,D52
2662,Q71,D53
2663,Q71,D69
2664,Q71,D71
2665,Q71,D150
2666,Q71,D174
2667,Q71,D175
2668,Q71,D329
2669,Q71,D421
2670,Q71,D446
2671,Q71,D480
2672,Q71,D499
2673,Q71,D517
2674,Q71,D566
2675,Q71,D571
2676,Q71,D666
2677,Q71,D680
2678,Q71,D715
2679,Q71,D769
2680,Q71,D1124
2681,Q71,D1131
2682,Q71,D1388
2683,Q76,D10
2684,Q76,D11
2685,Q76,D12
2686,Q76,D80
2687,Q76,D92
2688,Q76,D95
2689,Q76,D96
2690,Q76,D119
2691,Q76,D126
2692,Q76,D136
2693,Q76,D141
2694,Q76,D210
2695,Q76,D211
2696,Q76,D216
2697,Q76,D218
2698,Q76,D340
2699,Q76,D348
2700,Q76,D371
2701,Q76,D375
2702,Q76,D394
2703,Q76,D431
2704,Q76,D481
2705,Q76,D550
2706,Q76,D551
2707,Q76,D552
2708,Q76,D647
2709,Q76,D654
2710,Q76,D766
2711,Q76,D846
2712,Q76,D850
2713,Q76,D854
2714,Q76,D885
2715,Q76,D913
2716,Q76,D921
2717,Q76,D926
2718,Q76,D937
2719,Q76,D939
2720,Q76,D943
2721,Q76,D947
2722,Q76,D955
2723,Q76,D972
2724,Q76,D981
2725,Q76,D984
2726,Q76,D997
2727,Q76,D1011
2728,Q76,D1013
2729,Q76,D1146
2730,Q76,D1149
2731,Q76,D1171
2732,Q76,D1198
2733,Q76,D1236
2734,Q76,D1251
2735,Q76,D1252
2736,Q76,D1258
2737,Q76,D1303
2738,Q76,D1354
2739,Q76,D1362
2740,Q76,D1367
2741,Q76,D1390
2742,Q76,D1397
2743,Q79,D62
2744,Q79,D150
2745,Q79,D315
2746,Q79,D450
2747,Q79,D484
2748,Q79,D562
2749,Q79,D680
2750,Q79,D687
2751,Q79,D700
2752,Q79,D708
2753,Q79,D862
2754,Q81,D38
2755,Q81,D68
2756,Q81,D71
2757,Q81,D135
2758,Q81,D179
2759,Q81,D321
2760,Q81,D329
2761,Q81,D1118
2762,Q81,D1124
2763,Q81,D1323
2764,Q81,D1381
2765,Q82,D478
2766,Q82,D519
2767,Q82,D542
2768,Q82,D628
2769,Q82,D641
2770,Q82,D1073
2771,Q82,D1116
2772,Q82,D1125
2773,Q82,D1130
2774,Q82,D1175
2775,Q84,D28
2776,Q84,D49
2777,Q84,D72
2778,Q84,D319
2779,Q84,D445
2780,Q84,D447
2781,Q84,D449
2782,Q84,D483
2783,Q84,D484
2784,Q84,D652
2785,Q84,D1134
2786,Q90,D3
2787,Q90,D39
2788,Q90,D41
2789,Q90,D42
2790,Q90,D47
2791,Q90,D48
2792,Q90,D76
2793,Q90,D89
2794,Q90,D95
2795,Q90,D96
2796,Q90,D97
2797,Q90,D98
2798,Q90,D99
2799,Q90,D101
2800,Q90,D104
2801,Q90,D105
2802,Q90,D107
2803,Q90,D109
2804,Q90,D111
2805,Q90,D155
2806,Q90,D314
2807,Q90,D343
2808,Q90,D356
2809,Q90,D362
2810,Q90,D439
2811,Q90,D440
2812,Q90,D503
2813,Q90,D513
2814,Q90,D543
2815,Q90,D544
2816,Q90,D560
2817,Q90,D602
2818,Q90,D613
2819,Q90,D618
2820,Q90,D632
2821,Q90,D749
2822,Q90,D753
2823,Q90,D805
2824,Q90,D819
2825,Q90,D893
2826,Q90,D1030
2827,Q90,D1061
2828,Q90,D1062
2829,Q90,D1082
